epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,174.649,1.67107,3.16813,1.00365,0.32659,0.30311,0.25187,0.11825,2.07151,3.8005,1.26047,0.0001189,0.0001189,0.0001189
91,177.868,1.73006,3.98764,1.00069,0.31855,0.30011,0.24762,0.11505,2.08069,3.79743,1.2567,0.000109,0.000109,0.000109
92,180.134,1.77217,3.76576,1.0505,0.31855,0.30011,0.24762,0.11505,2.08069,3.79743,1.2567,9.91e-05,9.91e-05,9.91e-05
93,182.508,1.68475,3.6577,1.02722,0.30626,0.30249,0.24306,0.11289,2.08782,3.82144,1.2543,8.92e-05,8.92e-05,8.92e-05
94,184.639,1.85855,3.89046,1.04512,0.30626,0.30249,0.24306,0.11289,2.08782,3.82144,1.2543,7.93e-05,7.93e-05,7.93e-05
95,186.848,1.82617,4.00395,1.00526,0.30626,0.30201,0.23817,0.11114,2.08914,3.8396,1.25396,6.94e-05,6.94e-05,6.94e-05
96,189.068,1.69822,3.758,0.99582,0.30626,0.30201,0.23817,0.11114,2.08914,3.8396,1.25396,5.95e-05,5.95e-05,5.95e-05
97,190.985,1.70647,3.60646,1.0123,0.30082,0.30268,0.23845,0.11067,2.09658,3.84166,1.2575,4.96e-05,4.96e-05,4.96e-05
98,193.239,1.61559,3.4991,0.95767,0.30082,0.30268,0.23845,0.11067,2.09658,3.84166,1.2575,3.97e-05,3.97e-05,3.97e-05
99,195.92,1.65236,3.51665,0.9607,0.30977,0.3107,0.23822,0.10931,2.09442,3.84062,1.25694,2.98e-05,2.98e-05,2.98e-05
100,198.52,1.75658,4.07979,0.97892,0.30977,0.3107,0.23822,0.10931,2.09442,3.84062,1.25694,1.99e-05,1.99e-05,1.99e-05
